Departamento,Municipio,Tipo_Cultivo,Cultivo,Hectareas_sembradas,Hectareas_cosechadas,Toneladas
Antioquia,Ituango,Tuberculos Y Platanos,Platano,250,250,1000
Antioquia,Ituango,Tuberculos Y Platanos,Yuca,150,150,3000
Antioquia,Jardin,Cereales,Maiz,15,15,30
Antioquia,Jardin,Frutales,Aguacate,96,78,936
Antioquia,Jardin,Frutales,Banano,369,369,5708
Antioquia,Jardin,Frutales,Lulo,74,74,740
Antioquia,Jardin,Frutales,Tomate De Arbol,18,18,540
Antioquia,Jardin,Hortalizas,Cebolla De Rama,2,2,16
Antioquia,Jardin,Hortalizas,Cilantro,7,7,49
Antioquia,Jardin,Hortalizas,Pimenton,9,9,99
Antioquia,Jardin,Hortalizas,Tomate,20,20,2621
Antioquia,Jardin,Leguminosas,Frijol,29,29,29
Antioquia,Jardin,Otros Permanentes,Cafe,2311,1813,2292
Antioquia,Jardin,Otros Permanentes,Cana Panelera,103,83,747
Antioquia,Jardin,Tuberculos Y Platanos,Platano,936,906,4863
Antioquia,Jardin,Tuberculos Y Platanos,Yuca,7,7,63
Antioquia,Jerico,Frutales,Aguacate,326,90,900
Antioquia,Jerico,Frutales,Gulupa,91,91,2275
Antioquia,Jerico,Frutales,Lulo,4,4,78
Antioquia,Jerico,Frutales,Tomate De Arbol,25,17,612
Antioquia,Jerico,Hortalizas,Tomate,30,30,2625
Antioquia,Jerico,Otros Permanentes,Cafe,1462,1226,1550
Antioquia,Jerico,Plantas Aromaticas Condimentarias Y Medicinales,Cardamomo,25,25,25
Antioquia,Jerico,Tuberculos Y Platanos,Platano,1675,1675,13400
Antioquia,La Ceja,Flores Y Follajes,Hortensia,430,380,6085
Antioquia,La Ceja,Frutales,Aguacate,382,362,2896
Antioquia,La Ceja,Frutales,Mora,40,25,238
Antioquia,La Ceja,Frutales,Tomate De Arbol,10,7,175
Antioquia,La Ceja,Hortalizas,Cebolla De Rama,5,5,90
Antioquia,La Ceja,Hortalizas,Tomate,38,38,4560
Antioquia,La Ceja,Leguminosas,Frijol,18,18,23
Antioquia,La Ceja,Otros Permanentes,Cafe,416,346,350
Antioquia,La Ceja,Tuberculos Y Platanos,Papa,22,22,264
Antioquia,La Ceja,Tuberculos Y Platanos,Platano,4,1,5
Antioquia,La Estrella,Cereales,Maiz,8,8,20
Antioquia,La Estrella,Frutales,Aguacate,7,5,35
Antioquia,La Estrella,Frutales,Citricos,16,16,288
Antioquia,La Estrella,Hortalizas,Cebolla De Rama,7,7,70
Antioquia,La Estrella,Hortalizas,Hortalizas Varias,18,18,180
Antioquia,La Estrella,Hortalizas,Tomate,2,2,10
Antioquia,La Estrella,Leguminosas,Frijol,4,4,4
Antioquia,La Estrella,Otros Permanentes,Cafe,42,28,35
Antioquia,La Estrella,Tuberculos Y Platanos,Platano,68,68,680
Antioquia,La Estrella,Tuberculos Y Platanos,Yuca,4,4,35
Antioquia,La Pintada,Frutales,Naranja,125,98,1372
Antioquia,La Union,Cereales,Maiz,55,55,87
Antioquia,La Union,Cereales,Maiz Forrajero,44,44,1452
Antioquia,La Union,Flores Y Follajes,Hortensia,197,152,1140
Antioquia,La Union,Frutales,Aguacate,35,31,244
Antioquia,La Union,Frutales,Fresa,217,177,7965
Antioquia,La Union,Frutales,Mora,66,61,458
Antioquia,La Union,Frutales,Tomate De Arbol,63,54,135
Antioquia,La Union,Frutales,Uchuva,75,75,113
Antioquia,La Union,Leguminosas,Frijol,34,34,51
Antioquia,La Union,Tuberculos Y Platanos,Papa,1120,1099,16804
Antioquia,Liborina,Cereales,Maiz,44,40,51
Antioquia,Liborina,Frutales,Aguacate,182,30,90
Antioquia,Liborina,Frutales,Banano,180,180,450
Antioquia,Liborina,Frutales,Granadilla,10,10,63
Antioquia,Liborina,Frutales,Lima,26,26,179
Antioquia,Liborina,Frutales,Limon,8,8,60
Antioquia,Liborina,Frutales,Lulo,7,6,108
Antioquia,Liborina,Frutales,Mandarina,2,2,12
Antioquia,Liborina,Frutales,Maracuya,4,4,32
Antioquia,Liborina,Hortalizas,Tomate,24,21,158
Antioquia,Liborina,Leguminosas,Frijol,99,89,93
Antioquia,Liborina,Otros Permanentes,Cafe,1730,1544,2341
Antioquia,Liborina,Otros Permanentes,Cana Panelera,110,110,330
Antioquia,Liborina,Tuberculos Y Platanos,Platano,37,35,105
Antioquia,Maceo,Cereales,Maiz,45,45,36
Antioquia,Maceo,Forestales,Caucho,60,60,36
Antioquia,Maceo,Frutales,Guanabana,178,133,665
Antioquia,Maceo,Frutales,Guayaba,15,15,75
Antioquia,Maceo,Otros Permanentes,Cacao,1580,1400,840
Antioquia,Maceo,Otros Permanentes,Cafe,121,109,72
Antioquia,Maceo,Otros Permanentes,Cana Panelera,506,506,2024
Antioquia,Maceo,Tuberculos Y Platanos,Platano,100,100,1000
Antioquia,Maceo,Tuberculos Y Platanos,Yuca,110,110,1650
Antioquia,Marinilla,Cereales,Maiz,70,70,175
Antioquia,Marinilla,Flores Y Follajes,Hortensia,30,22,260
Antioquia,Marinilla,Frutales,Aguacate,297,215,1502
Antioquia,Marinilla,Frutales,Mora,98,89,712
Antioquia,Marinilla,Frutales,Tomate De Arbol,81,76,912
Antioquia,Marinilla,Hortalizas,Acelga,24,24,665
Antioquia,Marinilla,Hortalizas,Apio,132,132,2929
Antioquia,Marinilla,Hortalizas,Brocoli,163,163,3346
Antioquia,Marinilla,Hortalizas,Calabacin,15,15,908
Antioquia,Marinilla,Hortalizas,Cilantro,80,80,648
Antioquia,Marinilla,Hortalizas,Coliflor,41,41,1031
Antioquia,Marinilla,Hortalizas,Espinaca,26,26,315
Antioquia,Marinilla,Hortalizas,Lechuga,232,232,6597
Antioquia,Marinilla,Hortalizas,Pimenton,48,48,575
Antioquia,Marinilla,Hortalizas,Remolacha,23,23,460
Antioquia,Marinilla,Hortalizas,Repollo,345,345,23820
Antioquia,Marinilla,Hortalizas,Tomate,380,380,32300
Antioquia,Marinilla,Hortalizas,Zanahoria,207,206,6180
Antioquia,Marinilla,Leguminosas,Arveja,48,48,86
Antioquia,Marinilla,Leguminosas,Frijol,223,223,536
Antioquia,Marinilla,Leguminosas,Habichuela,112,112,421
Antioquia,Marinilla,Otros Permanentes,Cafe,39,36,30
Antioquia,Marinilla,Tuberculos Y Platanos,Papa,272,272,2694
Antioquia,Medellin,Frutales,Aguacate,33,33,198
Antioquia,Medellin,Frutales,Brevo,18,17,116
Antioquia,Medellin,Frutales,Fresa,28,28,196
Antioquia,Medellin,Frutales,Guayaba,4,4,14
Antioquia,Medellin,Frutales,Lima,7,7,56
Antioquia,Medellin,Frutales,Mandarina,14,14,84
Antioquia,Medellin,Frutales,Mango,9,9,54
Antioquia,Medellin,Frutales,Mora,151,150,1047
Antioquia,Medellin,Frutales,Naranja,12,10,70
Antioquia,Medellin,Frutales,Tomate De Arbol,48,48,480
Antioquia,Medellin,Hortalizas,Ajo,8,6,24
Antioquia,Medellin,Hortalizas,Apio,31,28,532
Antioquia,Medellin,Hortalizas,Cebolla De Bulbo,23,20,280
Antioquia,Medellin,Hortalizas,Cebolla De Rama,81,81,1053
Antioquia,Medellin,Hortalizas,Cilantro,68,58,290
Antioquia,Medellin,Hortalizas,Col,19,19,95
Antioquia,Medellin,Hortalizas,Coliflor,9,8,150
Antioquia,Medellin,Hortalizas,Espinaca,29,25,450
Antioquia,Medellin,Hortalizas,Lechuga,14,11,161
Antioquia,Medellin,Hortalizas,Pepino Cohombro,18,14,203
Antioquia,Medellin,Hortalizas,Pimenton,32,28,336
Antioquia,Medellin,Hortalizas,Remolacha,18,15,218
Antioquia,Medellin,Hortalizas,Repollo,13,11,315
Antioquia,Medellin,Hortalizas,Tomate,92,82,9512
Antioquia,Medellin,Hortalizas,Zanahoria,12,11,126
Antioquia,Medellin,Leguminosas,Frijol,97,83,153
Antioquia,Medellin,Leguminosas,Habichuela,22,18,126
Antioquia,Medellin,Otros Permanentes,Cafe,484,449,303
Antioquia,Medellin,Otros Permanentes,Cana Panelera,112,112,673
Antioquia,Medellin,Tuberculos Y Platanos,Papa,91,82,1312
Antioquia,Medellin,Tuberculos Y Platanos,Platano,160,160,960
Antioquia,Medellin,Tuberculos Y Platanos,Yuca,15,14,280
Antioquia,Montebello,Frutales,Aguacate,93,35,245
Antioquia,Montebello,Frutales,Banano,17,17,68
Antioquia,Montebello,Frutales,Citricos,105,100,1100
Antioquia,Montebello,Frutales,Mango,35,35,53
Antioquia,Montebello,Hortalizas,Tomate,2,1,15
Antioquia,Montebello,Otros Permanentes,Cafe,1721,1412,1308
Antioquia,Montebello,Otros Permanentes,Cana Panelera,11,11,55
Antioquia,Montebello,Tuberculos Y Platanos,Platano,65,65,130
Antioquia,Montebello,Tuberculos Y Platanos,Yuca,10,6,72
Antioquia,Murindo,Cereales,Arroz,166,88,88
Antioquia,Murindo,Cereales,Maiz,134,102,133
Antioquia,Murindo,Tuberculos Y Platanos,Platano,143,115,518
Antioquia,Murindo,Tuberculos Y Platanos,Yuca,5,5,14
Antioquia,Mutata,Cereales,Arroz,753,699,3641
Antioquia,Mutata,Cereales,Maiz,63,63,80
Antioquia,Mutata,Forestales,Caucho,25,0,0
Antioquia,Mutata,Frutales,Lima,44,0,0
Antioquia,Mutata,Frutales,Limon,6,0,0
Antioquia,Mutata,Frutales,Pina,23,21,630
Antioquia,Mutata,Oleaginosas,Palma De Aceite,1900,700,2058
Antioquia,Mutata,Otros Permanentes,Cacao,250,216,173
Antioquia,Mutata,Tuberculos Y Platanos,Platano,167,145,956
Antioquia,Mutata,Tuberculos Y Platanos,Yuca,650,650,5850
Antioquia,Narino,Cereales,Maiz,24,23,23
Antioquia,Narino,Frutales,Aguacate,15,14,99
Antioquia,Narino,Frutales,Maracuya,3,3,45
Antioquia,Narino,Hortalizas,Tomate,2,2,150
Antioquia,Narino,Leguminosas,Frijol,30,26,25
Antioquia,Narino,Otros Permanentes,Cacao,402,390,234
Antioquia,Narino,Otros Permanentes,Cafe,1561,1390,1992
Antioquia,Narino,Otros Permanentes,Cana Panelera,1063,1063,4146
Antioquia,Narino,Tuberculos Y Platanos,Platano,219,209,418
Antioquia,Nechi,Cereales,Arroz,5797,4722,19273
Antioquia,Nechi,Cereales,Maiz,439,86,125
Antioquia,Nechi,Forestales,Caucho,324,130,130
Antioquia,Nechi,Otros Permanentes,Cacao,37,5,2
Antioquia,Nechi,Tuberculos Y Platanos,Platano,25,25,113
Antioquia,Nechi,Tuberculos Y Platanos,Yuca,330,55,550
Antioquia,Necocli,Cereales,Arroz,3512,3477,8345
Antioquia,Necocli,Cereales,Maiz,1171,1153,3228
Antioquia,Necocli,Forestales,Caucho,124,54,75
Antioquia,Necocli,Frutales,Aguacate,113,99,1980
Antioquia,Necocli,Frutales,Coco,362,339,1187
Antioquia,Necocli,Frutales,Lima,13,0,0
Antioquia,Necocli,Frutales,Maracuya,156,130,3120
Antioquia,Necocli,Frutales,Pina,158,88,8712
Antioquia,Necocli,Otros Permanentes,Cacao,1887,1162,581
Antioquia,Necocli,Tuberculos Y Platanos,Platano,3032,2808,26384
Antioquia,Necocli,Tuberculos Y Platanos,Yuca,242,238,2975
Antioquia,Necocli,Tuberculos Y Platanos,name,187,0,0
Antioquia,Olaya,Cereales,Maiz,11,11,9
Antioquia,Olaya,Frutales,Aguacate,37,31,90
Antioquia,Olaya,Frutales,Lima,7,3,14
Antioquia,Olaya,Frutales,Mango,15,15,188
Antioquia,Olaya,Frutales,Maracuya,11,11,88
Antioquia,Olaya,Hortalizas,Aji,2,2,12
Antioquia,Olaya,Leguminosas,Frijol,17,17,13
Antioquia,Olaya,Otros Permanentes,Cafe,397,347,467
Antioquia,Olaya,Otros Permanentes,Cana Panelera,3,3,12
Antioquia,Olaya,Tuberculos Y Platanos,Platano,64,62,304
Antioquia,Olaya,Tuberculos Y Platanos,Yuca,4,4,63
Antioquia,Peque,Cereales,Maiz,19,19,13
Antioquia,Peque,Frutales,Aguacate,29,25,38
Antioquia,Peque,Leguminosas,Frijol,153,153,122
Antioquia,Peque,Otros Permanentes,Cafe,1451,1324,2008
Antioquia,Peque,Otros Permanentes,Cana Panelera,83,74,296
Antioquia,Peque,Tuberculos Y Platanos,Platano,88,88,220
Antioquia,Penol,Frutales,Aguacate,619,456,5472
Antioquia,Penol,Frutales,Gulupa,303,208,5200
Antioquia,Penol,Frutales,Lulo,77,47,846
Antioquia,Penol,Frutales,Mora,215,170,2550
Antioquia,Penol,Frutales,Tomate De Arbol,70,60,1200
Antioquia,Penol,Hortalizas,Pimenton,380,365,35040
Antioquia,Penol,Hortalizas,Tomate,530,500,60000
Antioquia,Penol,Leguminosas,Arveja,44,37,51
Antioquia,Penol,Leguminosas,Frijol,330,322,484
Antioquia,Penol,Leguminosas,Habichuela,53,45,405
Antioquia,Penol,Otros Permanentes,Cafe,281,240,365
Antioquia,Penol,Tuberculos Y Platanos,Papa,65,59,1180
Antioquia,Pueblo Rico,Cereales,Maiz,24,24,48
Antioquia,Pueblo Rico,Hortalizas,Tomate,6,6,132
Antioquia,Pueblo Rico,Leguminosas,Frijol,14,14,14
Antioquia,Pueblo Rico,Otros Permanentes,Cafe,1744,1335,1913
Antioquia,Pueblo Rico,Otros Permanentes,Cana Panelera,184,179,716
Antioquia,Pueblo Rico,Tuberculos Y Platanos,Platano,225,225,1575
Antioquia,Puerto Berrio,Cereales,Arroz,212,199,929
Antioquia,Puerto Berrio,Cereales,Maiz Forrajero,300,300,8400
Antioquia,Puerto Berrio,Forestales,Caucho,79,29,44
Antioquia,Puerto Berrio,Frutales,Guanabana,42,25,150
Antioquia,Puerto Berrio,Frutales,Limon,50,50,300
Antioquia,Puerto Berrio,Oleaginosas,Sacha Inchi,4,0,0
Antioquia,Puerto Berrio,Otros Permanentes,Cacao,178,178,71
Antioquia,Puerto Berrio,Otros Permanentes,Cana Panelera,20,20,60
Antioquia,Puerto Berrio,Tuberculos Y Platanos,Platano,28,28,168
Antioquia,Puerto Berrio,Tuberculos Y Platanos,Yuca,10,10,160
Antioquia,Puerto Nare,Cereales,Maiz,38,34,41
Antioquia,Puerto Nare,Frutales,Lima,7,7,7
Antioquia,Puerto Nare,Frutales,Limon,2,2,6
Antioquia,Puerto Nare,Otros Permanentes,Cacao,160,160,72
Antioquia,Puerto Nare,Tuberculos Y Platanos,Platano,60,60,420
Antioquia,Puerto Nare,Tuberculos Y Platanos,Yuca,65,56,476
Antioquia,Puerto Triunfo,Cereales,Maiz,65,65,78
Antioquia,Puerto Triunfo,Forestales,Caucho,18,18,22
Antioquia,Puerto Triunfo,Frutales,Limon,80,80,176
Antioquia,Puerto Triunfo,Otros Permanentes,Cacao,103,80,40
Antioquia,Puerto Triunfo,Tuberculos Y Platanos,Platano,72,28,28
Antioquia,Puerto Triunfo,Tuberculos Y Platanos,Yuca,20,9,126
Antioquia,Remedios,Cereales,Arroz,690,552,662
Antioquia,Remedios,Cereales,Maiz,1077,915,1007
Antioquia,Remedios,Leguminosas,Frijol,181,136,54
Antioquia,Remedios,Oleaginosas,Sacha Inchi,6,6,5
Antioquia,Remedios,Otros Permanentes,Cacao,270,215,129
Antioquia,Remedios,Otros Permanentes,Cafe,13,13,19
Antioquia,Remedios,Otros Permanentes,Cana Panelera,150,150,600
Antioquia,Remedios,Tuberculos Y Platanos,Platano,216,216,2160
Antioquia,Remedios,Tuberculos Y Platanos,Yuca,700,658,2632
Antioquia,Retiro,Flores Y Follajes,Heliconia,9,8,34
Antioquia,Retiro,Flores Y Follajes,Hortensia,54,28,224
Antioquia,Retiro,Frutales,Aguacate,577,373,7460
Antioquia,Retiro,Frutales,Fresa,3,2,72
Antioquia,Retiro,Frutales,Gulupa,34,34,338
Antioquia,Retiro,Frutales,Lulo,7,4,34
Antioquia,Retiro,Frutales,Mora,37,25,455
